interaction_id,student_id,hostel_id,interaction_type,weight,rating,session_id,timestamp
INT-01894,STU-095,HST-035,view,1,,SESS-STU-095-03,2025-11-07 00:10:00
INT-01895,STU-095,HST-027,view,1,,SESS-STU-095-03,2025-11-07 00:36:00
INT-01896,STU-095,HST-037,view,1,,SESS-STU-095-03,2025-11-07 00:49:00
INT-01897,STU-095,HST-014,view,1,,SESS-STU-095-03,2025-11-07 01:04:00
INT-01898,STU-095,HST-035,save,3,,SESS-STU-095-03,2025-11-07 01:02:00
INT-01899,STU-095,HST-014,booking_attempt,4,,SESS-STU-095-BOOK,2026-02-12 00:00:00
INT-01900,STU-096,HST-030,view,1,,SESS-STU-096-01,2025-11-19 00:00:00
INT-01901,STU-096,HST-016,view,1,,SESS-STU-096-01,2025-11-19 00:06:00
INT-01902,STU-096,HST-004,view,1,,SESS-STU-096-01,2025-11-19 00:08:00
INT-01903,STU-096,HST-018,view,1,,SESS-STU-096-01,2025-11-19 00:18:00
INT-01904,STU-096,HST-027,view,1,,SESS-STU-096-01,2025-11-19 00:36:00
INT-01905,STU-096,HST-011,view,1,,SESS-STU-096-01,2025-11-19 00:25:00
INT-01906,STU-096,HST-024,view,1,,SESS-STU-096-01,2025-11-19 00:36:00
INT-01907,STU-096,HST-015,view,1,,SESS-STU-096-01,2025-11-19 00:28:00
INT-01908,STU-096,HST-021,view,1,,SESS-STU-096-01,2025-11-19 00:24:00
INT-01909,STU-096,HST-005,view,1,,SESS-STU-096-01,2025-11-19 00:54:00
INT-01910,STU-096,HST-003,view,1,,SESS-STU-096-01,2025-11-19 00:40:00
INT-01911,STU-096,HST-003,save,3,,SESS-STU-096-01,2025-11-19 01:27:00
INT-01912,STU-096,HST-005,save,3,,SESS-STU-096-01,2025-11-19 01:27:00
INT-01913,STU-096,HST-036,view,1,,SESS-STU-096-02,2026-02-19 00:00:00
INT-01914,STU-096,HST-023,view,1,,SESS-STU-096-02,2026-02-19 00:02:00
INT-01915,STU-096,HST-021,view,1,,SESS-STU-096-02,2026-02-19 00:08:00
INT-01916,STU-096,HST-017,view,1,,SESS-STU-096-02,2026-02-19 00:21:00
INT-01917,STU-096,HST-010,view,1,,SESS-STU-096-02,2026-02-19 00:36:00
INT-01918,STU-096,HST-028,view,1,,SESS-STU-096-02,2026-02-19 00:45:00
INT-01919,STU-096,HST-034,view,1,,SESS-STU-096-02,2026-02-19 00:18:00
INT-01920,STU-096,HST-015,view,1,,SESS-STU-096-02,2026-02-19 00:14:00
INT-01921,STU-096,HST-015,save,3,,SESS-STU-096-02,2026-02-19 01:18:00
INT-01922,STU-096,HST-010,save,3,,SESS-STU-096-02,2026-02-19 01:19:00
INT-01923,STU-096,HST-017,save,3,,SESS-STU-096-02,2026-02-19 01:26:00
INT-01924,STU-096,HST-024,view,1,,SESS-STU-096-03,2026-01-15 00:00:00
INT-01925,STU-096,HST-012,view,1,,SESS-STU-096-03,2026-01-15 00:09:00
INT-01926,STU-096,HST-005,view,1,,SESS-STU-096-03,2026-01-15 00:08:00
INT-01927,STU-096,HST-004,view,1,,SESS-STU-096-03,2026-01-15 00:27:00
INT-01928,STU-096,HST-030,view,1,,SESS-STU-096-03,2026-01-15 00:36:00
INT-01929,STU-096,HST-029,view,1,,SESS-STU-096-03,2026-01-15 00:15:00
INT-01930,STU-096,HST-019,view,1,,SESS-STU-096-03,2026-01-15 00:24:00
INT-01931,STU-096,HST-001,view,1,,SESS-STU-096-03,2026-01-15 00:49:00
INT-01932,STU-096,HST-019,save,3,,SESS-STU-096-03,2026-01-15 01:00:00
INT-01933,STU-096,HST-004,save,3,,SESS-STU-096-03,2026-01-15 01:25:00
INT-01934,STU-096,HST-012,save,3,,SESS-STU-096-03,2026-01-15 01:15:00
INT-01935,STU-096,HST-012,booking_attempt,4,,SESS-STU-096-BOOK,2026-02-24 00:00:00
INT-01936,STU-096,HST-019,booking,5,4.0,SESS-STU-096-BOOK,2026-02-08 00:00:00
INT-01937,STU-097,HST-013,view,1,,SESS-STU-097-01,2026-01-14 00:00:00
INT-01938,STU-097,HST-012,view,1,,SESS-STU-097-01,2026-01-14 00:07:00
INT-01939,STU-097,HST-005,view,1,,SESS-STU-097-01,2026-01-14 00:12:00
INT-01940,STU-097,HST-030,view,1,,SESS-STU-097-01,2026-01-14 00:09:00
INT-01941,STU-097,HST-022,view,1,,SESS-STU-097-01,2026-01-14 00:36:00
INT-01942,STU-097,HST-037,view,1,,SESS-STU-097-01,2026-01-14 00:40:00
INT-01943,STU-097,HST-018,view,1,,SESS-STU-097-01,2026-01-14 00:18:00
INT-01944,STU-097,HST-013,save,3,,SESS-STU-097-01,2026-01-14 01:14:00
INT-01945,STU-097,HST-021,view,1,,SESS-STU-097-02,2025-09-14 00:00:00
INT-01946,STU-097,HST-036,view,1,,SESS-STU-097-02,2025-09-14 00:08:00
INT-01947,STU-097,HST-030,view,1,,SESS-STU-097-02,2025-09-14 00:14:00
INT-01948,STU-097,HST-034,view,1,,SESS-STU-097-02,2025-09-14 00:27:00
INT-01949,STU-097,HST-002,view,1,,SESS-STU-097-02,2025-09-14 00:32:00
INT-01950,STU-097,HST-012,view,1,,SESS-STU-097-02,2025-09-14 00:10:00
INT-01951,STU-097,HST-026,view,1,,SESS-STU-097-02,2025-09-14 00:24:00
INT-01952,STU-097,HST-021,save,3,,SESS-STU-097-02,2025-09-14 01:06:00
INT-01953,STU-097,HST-030,save,3,,SESS-STU-097-02,2025-09-14 01:24:00
INT-01954,STU-097,HST-013,view,1,,SESS-STU-097-03,2025-09-27 00:00:00
INT-01955,STU-097,HST-018,view,1,,SESS-STU-097-03,2025-09-27 00:05:00
INT-01956,STU-097,HST-024,view,1,,SESS-STU-097-03,2025-09-27 00:04:00
INT-01957,STU-097,HST-001,view,1,,SESS-STU-097-03,2025-09-27 00:06:00
INT-01958,STU-097,HST-012,view,1,,SESS-STU-097-03,2025-09-27 00:28:00
INT-01959,STU-097,HST-029,view,1,,SESS-STU-097-03,2025-09-27 00:40:00
INT-01960,STU-097,HST-004,view,1,,SESS-STU-097-03,2025-09-27 00:18:00
INT-01961,STU-097,HST-028,view,1,,SESS-STU-097-03,2025-09-27 00:49:00
INT-01962,STU-097,HST-015,view,1,,SESS-STU-097-03,2025-09-27 01:12:00
INT-01963,STU-097,HST-022,view,1,,SESS-STU-097-03,2025-09-27 00:18:00
INT-01964,STU-097,HST-038,view,1,,SESS-STU-097-03,2025-09-27 00:40:00
INT-01965,STU-097,HST-013,save,3,,SESS-STU-097-03,2025-09-27 01:21:00
INT-01966,STU-097,HST-022,save,3,,SESS-STU-097-03,2025-09-27 01:23:00
INT-01967,STU-097,HST-013,booking,5,4.3,SESS-STU-097-BOOK,2026-02-14 00:00:00
INT-01968,STU-098,HST-006,view,1,,SESS-STU-098-01,2025-11-04 00:00:00
INT-01969,STU-098,HST-030,view,1,,SESS-STU-098-01,2025-11-04 00:09:00
INT-01970,STU-098,HST-005,view,1,,SESS-STU-098-01,2025-11-04 00:12:00
INT-01971,STU-098,HST-026,view,1,,SESS-STU-098-01,2025-11-04 00:15:00
INT-01972,STU-098,HST-028,view,1,,SESS-STU-098-01,2025-11-04 00:28:00
INT-01973,STU-098,HST-004,view,1,,SESS-STU-098-01,2025-11-04 00:20:00
INT-01974,STU-098,HST-036,view,1,,SESS-STU-098-01,2025-11-04 00:12:00
INT-01975,STU-098,HST-036,save,3,,SESS-STU-098-01,2025-11-04 01:03:00
INT-01976,STU-098,HST-028,save,3,,SESS-STU-098-01,2025-11-04 01:05:00
INT-01977,STU-098,HST-033,view,1,,SESS-STU-098-02,2025-12-17 00:00:00
INT-01978,STU-098,HST-029,view,1,,SESS-STU-098-02,2025-12-17 00:03:00
INT-01979,STU-098,HST-023,view,1,,SESS-STU-098-02,2025-12-17 00:06:00
INT-01980,STU-098,HST-025,view,1,,SESS-STU-098-02,2025-12-17 00:24:00
INT-01981,STU-098,HST-029,save,3,,SESS-STU-098-02,2025-12-17 01:27:00
INT-01982,STU-098,HST-023,save,3,,SESS-STU-098-02,2025-12-17 01:09:00
INT-01983,STU-098,HST-023,booking_attempt,4,,SESS-STU-098-BOOK,2026-02-23 00:00:00
INT-01984,STU-098,HST-023,booking,5,2.9,SESS-STU-098-BOOK,2026-02-10 00:00:00
INT-01985,STU-099,HST-052,view,1,,SESS-STU-099-01,2025-10-03 00:00:00
INT-01986,STU-099,HST-049,view,1,,SESS-STU-099-01,2025-10-03 00:02:00
INT-01987,STU-099,HST-059,view,1,,SESS-STU-099-01,2025-10-03 00:04:00
INT-01988,STU-099,HST-040,view,1,,SESS-STU-099-01,2025-10-03 00:09:00
INT-01989,STU-099,HST-052,save,3,,SESS-STU-099-01,2025-10-03 01:20:00
INT-01990,STU-099,HST-049,save,3,,SESS-STU-099-01,2025-10-03 01:12:00
INT-01991,STU-099,HST-059,save,3,,SESS-STU-099-01,2025-10-03 01:02:00
INT-01992,STU-099,HST-049,booking_attempt,4,,SESS-STU-099-BOOK,2026-02-09 00:00:00
INT-01993,STU-099,HST-049,booking,5,4.8,SESS-STU-099-BOOK,2026-02-21 00:00:00
INT-01994,STU-100,HST-067,view,1,,SESS-STU-100-01,2025-12-19 00:00:00
INT-01995,STU-100,HST-059,view,1,,SESS-STU-100-01,2025-12-19 00:09:00
INT-01996,STU-100,HST-070,view,1,,SESS-STU-100-01,2025-12-19 00:14:00
INT-01997,STU-100,HST-054,view,1,,SESS-STU-100-01,2025-12-19 00:18:00
INT-01998,STU-100,HST-056,view,1,,SESS-STU-100-01,2025-12-19 00:20:00
INT-01999,STU-100,HST-047,view,1,,SESS-STU-100-01,2025-12-19 00:35:00
INT-02000,STU-100,HST-064,view,1,,SESS-STU-100-01,2025-12-19 00:42:00
INT-02001,STU-100,HST-059,save,3,,SESS-STU-100-01,2025-12-19 01:28:00
INT-02002,STU-100,HST-054,save,3,,SESS-STU-100-01,2025-12-19 01:16:00
INT-02003,STU-100,HST-054,booking,5,4.3,SESS-STU-100-BOOK,2026-02-20 00:00:00
INT-02004,STU-101,HST-046,view,1,,SESS-STU-101-01,2026-01-20 00:00:00
INT-02005,STU-101,HST-040,view,1,,SESS-STU-101-01,2026-01-20 00:06:00
INT-02006,STU-101,HST-058,view,1,,SESS-STU-101-01,2026-01-20 00:18:00
INT-02007,STU-101,HST-069,view,1,,SESS-STU-101-01,2026-01-20 00:24:00
INT-02008,STU-101,HST-049,view,1,,SESS-STU-101-01,2026-01-20 00:24:00
INT-02009,STU-101,HST-049,save,3,,SESS-STU-101-01,2026-01-20 01:21:00
INT-02010,STU-101,HST-046,save,3,,SESS-STU-101-01,2026-01-20 01:09:00
INT-02011,STU-101,HST-069,save,3,,SESS-STU-101-01,2026-01-20 01:19:00
INT-02012,STU-102,HST-010,view,1,,SESS-STU-102-01,2025-12-28 00:00:00
INT-02013,STU-102,HST-035,view,1,,SESS-STU-102-01,2025-12-28 00:02:00
INT-02014,STU-102,HST-019,view,1,,SESS-STU-102-01,2025-12-28 00:12:00
INT-02015,STU-102,HST-033,view,1,,SESS-STU-102-01,2025-12-28 00:24:00
INT-02016,STU-102,HST-015,view,1,,SESS-STU-102-01,2025-12-28 00:20:00
INT-02017,STU-102,HST-009,view,1,,SESS-STU-102-01,2025-12-28 00:35:00
INT-02018,STU-102,HST-020,view,1,,SESS-STU-102-01,2025-12-28 00:36:00
INT-02019,STU-102,HST-012,view,1,,SESS-STU-102-01,2025-12-28 00:14:00
INT-02020,STU-102,HST-010,save,3,,SESS-STU-102-01,2025-12-28 01:22:00
INT-02021,STU-102,HST-035,save,3,,SESS-STU-102-01,2025-12-28 01:03:00
INT-02022,STU-102,HST-033,save,3,,SESS-STU-102-01,2025-12-28 01:17:00
INT-02023,STU-102,HST-035,booking,5,4.4,SESS-STU-102-BOOK,2026-02-11 00:00:00
INT-02024,STU-103,HST-029,view,1,,SESS-STU-103-01,2025-09-01 00:00:00
INT-02025,STU-103,HST-038,view,1,,SESS-STU-103-01,2025-09-01 00:02:00
INT-02026,STU-103,HST-016,view,1,,SESS-STU-103-01,2025-09-01 00:08:00
INT-02027,STU-103,HST-019,view,1,,SESS-STU-103-01,2025-09-01 00:18:00
INT-02028,STU-103,HST-037,view,1,,SESS-STU-103-01,2025-09-01 00:12:00
INT-02029,STU-103,HST-029,save,3,,SESS-STU-103-01,2025-09-01 01:04:00
INT-02030,STU-104,HST-072,view,1,,SESS-STU-104-01,2025-09-29 00:00:00
INT-02031,STU-104,HST-066,view,1,,SESS-STU-104-01,2025-09-29 00:09:00
INT-02032,STU-104,HST-074,view,1,,SESS-STU-104-01,2025-09-29 00:10:00
INT-02033,STU-104,HST-067,view,1,,SESS-STU-104-01,2025-09-29 00:06:00
INT-02034,STU-104,HST-067,save,3,,SESS-STU-104-01,2025-09-29 01:16:00
INT-02035,STU-104,HST-067,booking_attempt,4,,SESS-STU-104-BOOK,2026-02-11 00:00:00
INT-02036,STU-105,HST-072,view,1,,SESS-STU-105-01,2025-12-22 00:00:00
INT-02037,STU-105,HST-064,view,1,,SESS-STU-105-01,2025-12-22 00:09:00
INT-02038,STU-105,HST-056,view,1,,SESS-STU-105-01,2025-12-22 00:08:00
INT-02039,STU-105,HST-074,view,1,,SESS-STU-105-01,2025-12-22 00:21:00
INT-02040,STU-105,HST-055,view,1,,SESS-STU-105-01,2025-12-22 00:12:00
INT-02041,STU-105,HST-044,view,1,,SESS-STU-105-01,2025-12-22 00:10:00
INT-02042,STU-105,HST-071,view,1,,SESS-STU-105-01,2025-12-22 00:18:00
INT-02043,STU-105,HST-051,view,1,,SESS-STU-105-01,2025-12-22 00:28:00
INT-02044,STU-105,HST-044,save,3,,SESS-STU-105-01,2025-12-22 01:26:00
INT-02045,STU-105,HST-072,save,3,,SESS-STU-105-01,2025-12-22 01:18:00
INT-02046,STU-105,HST-044,booking_attempt,4,,SESS-STU-105-BOOK,2026-02-14 00:00:00
INT-02047,STU-106,HST-004,view,1,,SESS-STU-106-01,2025-12-19 00:00:00
INT-02048,STU-106,HST-006,view,1,,SESS-STU-106-01,2025-12-19 00:03:00
INT-02049,STU-106,HST-035,view,1,,SESS-STU-106-01,2025-12-19 00:10:00
INT-02050,STU-106,HST-024,view,1,,SESS-STU-106-01,2025-12-19 00:21:00
INT-02051,STU-106,HST-029,view,1,,SESS-STU-106-01,2025-12-19 00:28:00
INT-02052,STU-106,HST-023,view,1,,SESS-STU-106-01,2025-12-19 00:25:00
INT-02053,STU-106,HST-023,save,3,,SESS-STU-106-01,2025-12-19 01:07:00
INT-02054,STU-106,HST-023,booking_attempt,4,,SESS-STU-106-BOOK,2026-02-18 00:00:00
INT-02055,STU-107,HST-026,view,1,,SESS-STU-107-01,2026-01-03 00:00:00
INT-02056,STU-107,HST-024,view,1,,SESS-STU-107-01,2026-01-03 00:05:00
INT-02057,STU-107,HST-017,view,1,,SESS-STU-107-01,2026-01-03 00:14:00
INT-02058,STU-107,HST-023,view,1,,SESS-STU-107-01,2026-01-03 00:21:00
INT-02059,STU-107,HST-022,view,1,,SESS-STU-107-01,2026-01-03 00:08:00
INT-02060,STU-107,HST-025,view,1,,SESS-STU-107-01,2026-01-03 00:40:00
INT-02061,STU-107,HST-035,view,1,,SESS-STU-107-01,2026-01-03 00:36:00
INT-02062,STU-107,HST-018,view,1,,SESS-STU-107-01,2026-01-03 00:42:00
INT-02063,STU-107,HST-006,view,1,,SESS-STU-107-01,2026-01-03 01:12:00
INT-02064,STU-107,HST-028,view,1,,SESS-STU-107-01,2026-01-03 01:03:00
INT-02065,STU-107,HST-005,view,1,,SESS-STU-107-01,2026-01-03 00:20:00
INT-02066,STU-107,HST-035,save,3,,SESS-STU-107-01,2026-01-03 01:27:00
INT-02067,STU-107,HST-011,view,1,,SESS-STU-107-02,2025-09-03 00:00:00
INT-02068,STU-107,HST-013,view,1,,SESS-STU-107-02,2025-09-03 00:08:00
INT-02069,STU-107,HST-031,view,1,,SESS-STU-107-02,2025-09-03 00:04:00
INT-02070,STU-107,HST-035,view,1,,SESS-STU-107-02,2025-09-03 00:18:00
INT-02071,STU-107,HST-013,save,3,,SESS-STU-107-02,2025-09-03 01:08:00
INT-02072,STU-107,HST-035,save,3,,SESS-STU-107-02,2025-09-03 01:22:00
INT-02073,STU-107,HST-031,save,3,,SESS-STU-107-02,2025-09-03 01:19:00
INT-02074,STU-107,HST-009,view,1,,SESS-STU-107-03,2026-02-06 00:00:00
INT-02075,STU-107,HST-021,view,1,,SESS-STU-107-03,2026-02-06 00:09:00
INT-02076,STU-107,HST-004,view,1,,SESS-STU-107-03,2026-02-06 00:06:00
INT-02077,STU-107,HST-021,save,3,,SESS-STU-107-03,2026-02-06 01:27:00
INT-02078,STU-107,HST-009,save,3,,SESS-STU-107-03,2026-02-06 01:11:00
INT-02079,STU-107,HST-031,booking_attempt,4,,SESS-STU-107-BOOK,2026-02-10 00:00:00
INT-02080,STU-107,HST-035,booking,5,4.2,SESS-STU-107-BOOK,2026-02-16 00:00:00
INT-02081,STU-108,HST-056,view,1,,SESS-STU-108-01,2026-02-26 00:00:00
INT-02082,STU-108,HST-059,view,1,,SESS-STU-108-01,2026-02-26 00:07:00
INT-02083,STU-108,HST-055,view,1,,SESS-STU-108-01,2026-02-26 00:04:00
INT-02084,STU-108,HST-072,view,1,,SESS-STU-108-01,2026-02-26 00:09:00
INT-02085,STU-108,HST-055,save,3,,SESS-STU-108-01,2026-02-26 01:03:00
INT-02086,STU-108,HST-072,save,3,,SESS-STU-108-01,2026-02-26 01:11:00
INT-02087,STU-108,HST-059,save,3,,SESS-STU-108-01,2026-02-26 01:04:00
INT-02088,STU-108,HST-071,view,1,,SESS-STU-108-02,2026-02-16 00:00:00
INT-02089,STU-108,HST-043,view,1,,SESS-STU-108-02,2026-02-16 00:08:00
INT-02090,STU-108,HST-067,view,1,,SESS-STU-108-02,2026-02-16 00:14:00
INT-02091,STU-108,HST-055,view,1,,SESS-STU-108-02,2026-02-16 00:21:00
INT-02092,STU-108,HST-061,view,1,,SESS-STU-108-02,2026-02-16 00:32:00
INT-02093,STU-108,HST-047,view,1,,SESS-STU-108-02,2026-02-16 00:25:00
INT-02094,STU-108,HST-064,view,1,,SESS-STU-108-02,2026-02-16 00:12:00
INT-02095,STU-108,HST-051,view,1,,SESS-STU-108-02,2026-02-16 00:49:00
INT-02096,STU-108,HST-055,save,3,,SESS-STU-108-02,2026-02-16 01:10:00
INT-02097,STU-108,HST-056,view,1,,SESS-STU-108-03,2025-11-19 00:00:00
INT-02098,STU-108,HST-044,view,1,,SESS-STU-108-03,2025-11-19 00:08:00
INT-02099,STU-108,HST-058,view,1,,SESS-STU-108-03,2025-11-19 00:06:00
INT-02100,STU-108,HST-066,view,1,,SESS-STU-108-03,2025-11-19 00:24:00
INT-02101,STU-108,HST-045,view,1,,SESS-STU-108-03,2025-11-19 00:28:00
INT-02102,STU-108,HST-071,view,1,,SESS-STU-108-03,2025-11-19 00:30:00
INT-02103,STU-108,HST-041,view,1,,SESS-STU-108-03,2025-11-19 00:42:00
INT-02104,STU-108,HST-063,view,1,,SESS-STU-108-03,2025-11-19 00:14:00
INT-02105,STU-108,HST-058,save,3,,SESS-STU-108-03,2025-11-19 01:03:00
INT-02106,STU-108,HST-055,booking,5,2.5,SESS-STU-108-BOOK,2026-02-13 00:00:00
INT-02107,STU-109,HST-010,view,1,,SESS-STU-109-01,2025-10-17 00:00:00
INT-02108,STU-109,HST-008,view,1,,SESS-STU-109-01,2025-10-17 00:02:00
INT-02109,STU-109,HST-023,view,1,,SESS-STU-109-01,2025-10-17 00:10:00
INT-02110,STU-109,HST-029,view,1,,SESS-STU-109-01,2025-10-17 00:06:00
INT-02111,STU-109,HST-003,view,1,,SESS-STU-109-01,2025-10-17 00:08:00
INT-02112,STU-109,HST-023,save,3,,SESS-STU-109-01,2025-10-17 01:12:00
INT-02113,STU-109,HST-009,view,1,,SESS-STU-109-02,2025-09-24 00:00:00
INT-02114,STU-109,HST-007,view,1,,SESS-STU-109-02,2025-09-24 00:06:00
INT-02115,STU-109,HST-030,view,1,,SESS-STU-109-02,2025-09-24 00:10:00
INT-02116,STU-109,HST-016,view,1,,SESS-STU-109-02,2025-09-24 00:21:00
INT-02117,STU-109,HST-003,view,1,,SESS-STU-109-02,2025-09-24 00:20:00
INT-02118,STU-109,HST-031,view,1,,SESS-STU-109-02,2025-09-24 00:35:00
INT-02119,STU-109,HST-029,view,1,,SESS-STU-109-02,2025-09-24 00:48:00
INT-02120,STU-109,HST-014,view,1,,SESS-STU-109-02,2025-09-24 00:28:00
INT-02121,STU-109,HST-009,save,3,,SESS-STU-109-02,2025-09-24 01:17:00
INT-02122,STU-109,HST-036,view,1,,SESS-STU-109-03,2025-11-27 00:00:00
INT-02123,STU-109,HST-033,view,1,,SESS-STU-109-03,2025-11-27 00:05:00
INT-02124,STU-109,HST-015,view,1,,SESS-STU-109-03,2025-11-27 00:10:00
INT-02125,STU-109,HST-001,view,1,,SESS-STU-109-03,2025-11-27 00:24:00
INT-02126,STU-109,HST-025,view,1,,SESS-STU-109-03,2025-11-27 00:20:00
INT-02127,STU-109,HST-030,view,1,,SESS-STU-109-03,2025-11-27 00:20:00
INT-02128,STU-109,HST-002,view,1,,SESS-STU-109-03,2025-11-27 00:18:00
INT-02129,STU-109,HST-034,view,1,,SESS-STU-109-03,2025-11-27 00:14:00
INT-02130,STU-109,HST-025,save,3,,SESS-STU-109-03,2025-11-27 01:02:00
INT-02131,STU-109,HST-030,save,3,,SESS-STU-109-03,2025-11-27 01:06:00
INT-02132,STU-109,HST-030,booking,5,4.3,SESS-STU-109-BOOK,2026-02-19 00:00:00
INT-02133,STU-110,HST-062,view,1,,SESS-STU-110-01,2025-09-13 00:00:00
INT-02134,STU-110,HST-069,view,1,,SESS-STU-110-01,2025-09-13 00:04:00
INT-02135,STU-110,HST-073,view,1,,SESS-STU-110-01,2025-09-13 00:16:00
INT-02136,STU-110,HST-067,view,1,,SESS-STU-110-01,2025-09-13 00:24:00
INT-02137,STU-110,HST-061,view,1,,SESS-STU-110-01,2025-09-13 00:20:00
INT-02138,STU-110,HST-059,view,1,,SESS-STU-110-01,2025-09-13 00:35:00
INT-02139,STU-110,HST-039,view,1,,SESS-STU-110-01,2025-09-13 00:36:00
INT-02140,STU-110,HST-040,view,1,,SESS-STU-110-01,2025-09-13 00:56:00
INT-02141,STU-110,HST-063,view,1,,SESS-STU-110-01,2025-09-13 00:24:00
INT-02142,STU-110,HST-073,save,3,,SESS-STU-110-01,2025-09-13 01:24:00
INT-02143,STU-110,HST-065,view,1,,SESS-STU-110-02,2025-11-26 00:00:00
INT-02144,STU-110,HST-072,view,1,,SESS-STU-110-02,2025-11-26 00:03:00
INT-02145,STU-110,HST-066,view,1,,SESS-STU-110-02,2025-11-26 00:12:00
INT-02146,STU-110,HST-042,view,1,,SESS-STU-110-02,2025-11-26 00:27:00
INT-02147,STU-110,HST-075,view,1,,SESS-STU-110-02,2025-11-26 00:36:00
INT-02148,STU-110,HST-058,view,1,,SESS-STU-110-02,2025-11-26 00:35:00
INT-02149,STU-110,HST-064,view,1,,SESS-STU-110-02,2025-11-26 00:12:00
INT-02150,STU-110,HST-042,save,3,,SESS-STU-110-02,2025-11-26 01:10:00
INT-02151,STU-110,HST-064,save,3,,SESS-STU-110-02,2025-11-26 01:13:00
INT-02152,STU-110,HST-064,booking,5,3.2,SESS-STU-110-BOOK,2026-02-13 00:00:00
INT-02153,STU-111,HST-065,view,1,,SESS-STU-111-01,2025-10-09 00:00:00
INT-02154,STU-111,HST-051,view,1,,SESS-STU-111-01,2025-10-09 00:02:00
INT-02155,STU-111,HST-073,view,1,,SESS-STU-111-01,2025-10-09 00:16:00
INT-02156,STU-111,HST-063,view,1,,SESS-STU-111-01,2025-10-09 00:18:00
INT-02157,STU-111,HST-071,view,1,,SESS-STU-111-01,2025-10-09 00:20:00
INT-02158,STU-111,HST-066,view,1,,SESS-STU-111-01,2025-10-09 00:20:00
INT-02159,STU-111,HST-060,view,1,,SESS-STU-111-01,2025-10-09 00:18:00
INT-02160,STU-111,HST-063,save,3,,SESS-STU-111-01,2025-10-09 01:25:00
INT-02161,STU-111,HST-051,save,3,,SESS-STU-111-01,2025-10-09 01:27:00
INT-02162,STU-111,HST-073,save,3,,SESS-STU-111-01,2025-10-09 01:15:00
INT-02163,STU-111,HST-063,view,1,,SESS-STU-111-02,2025-10-15 00:00:00
INT-02164,STU-111,HST-069,view,1,,SESS-STU-111-02,2025-10-15 00:05:00
INT-02165,STU-111,HST-075,view,1,,SESS-STU-111-02,2025-10-15 00:16:00
INT-02166,STU-111,HST-070,view,1,,SESS-STU-111-02,2025-10-15 00:21:00
INT-02167,STU-111,HST-059,view,1,,SESS-STU-111-02,2025-10-15 00:32:00
INT-02168,STU-111,HST-057,view,1,,SESS-STU-111-02,2025-10-15 00:20:00
INT-02169,STU-111,HST-045,view,1,,SESS-STU-111-02,2025-10-15 00:12:00
INT-02170,STU-111,HST-043,view,1,,SESS-STU-111-02,2025-10-15 01:03:00
INT-02171,STU-111,HST-056,view,1,,SESS-STU-111-02,2025-10-15 01:04:00
INT-02172,STU-111,HST-049,view,1,,SESS-STU-111-02,2025-10-15 00:45:00
INT-02173,STU-111,HST-039,view,1,,SESS-STU-111-02,2025-10-15 01:00:00
INT-02174,STU-111,HST-069,save,3,,SESS-STU-111-02,2025-10-15 01:15:00
INT-02175,STU-111,HST-043,save,3,,SESS-STU-111-02,2025-10-15 01:16:00
INT-02176,STU-111,HST-057,view,1,,SESS-STU-111-03,2025-10-25 00:00:00
INT-02177,STU-111,HST-060,view,1,,SESS-STU-111-03,2025-10-25 00:04:00
INT-02178,STU-111,HST-065,view,1,,SESS-STU-111-03,2025-10-25 00:18:00
INT-02179,STU-111,HST-043,view,1,,SESS-STU-111-03,2025-10-25 00:27:00
INT-02180,STU-111,HST-051,view,1,,SESS-STU-111-03,2025-10-25 00:32:00
INT-02181,STU-111,HST-039,view,1,,SESS-STU-111-03,2025-10-25 00:35:00
INT-02182,STU-111,HST-061,view,1,,SESS-STU-111-03,2025-10-25 00:18:00
INT-02183,STU-111,HST-064,view,1,,SESS-STU-111-03,2025-10-25 00:21:00
INT-02184,STU-111,HST-044,view,1,,SESS-STU-111-03,2025-10-25 01:12:00
INT-02185,STU-111,HST-070,view,1,,SESS-STU-111-03,2025-10-25 00:27:00
INT-02186,STU-111,HST-051,save,3,,SESS-STU-111-03,2025-10-25 01:28:00
INT-02187,STU-111,HST-070,save,3,,SESS-STU-111-03,2025-10-25 01:10:00
INT-02188,STU-112,HST-012,view,1,,SESS-STU-112-01,2025-11-20 00:00:00
INT-02189,STU-112,HST-022,view,1,,SESS-STU-112-01,2025-11-20 00:04:00
INT-02190,STU-112,HST-035,view,1,,SESS-STU-112-01,2025-11-20 00:04:00
INT-02191,STU-112,HST-007,view,1,,SESS-STU-112-01,2025-11-20 00:27:00
INT-02192,STU-112,HST-035,save,3,,SESS-STU-112-01,2025-11-20 01:25:00
INT-02193,STU-112,HST-012,save,3,,SESS-STU-112-01,2025-11-20 01:28:00
INT-02194,STU-112,HST-007,save,3,,SESS-STU-112-01,2025-11-20 01:27:00
INT-02195,STU-112,HST-008,view,1,,SESS-STU-112-02,2025-12-02 00:00:00
INT-02196,STU-112,HST-034,view,1,,SESS-STU-112-02,2025-12-02 00:02:00
INT-02197,STU-112,HST-038,view,1,,SESS-STU-112-02,2025-12-02 00:08:00
INT-02198,STU-112,HST-021,view,1,,SESS-STU-112-02,2025-12-02 00:18:00
INT-02199,STU-112,HST-016,view,1,,SESS-STU-112-02,2025-12-02 00:24:00
INT-02200,STU-112,HST-003,view,1,,SESS-STU-112-02,2025-12-02 00:35:00
